20.07.06 08:00:47: root: DEBUG  : ColumnA ColumnB ColumnC ColumnD
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6293 0.1572
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.1797 2.2935
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.054 1838.447061016
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1838.447282283
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -43.152 1838.458823234
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.525 global_y(m) 0.673
20.07.06 08:01:01: root: DEBUG  : heading(deg) 62.119
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.505 vectorDirection(deg) -20.0
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.046
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) 0.004 0.774
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) 0.001 0.416
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6188 0.1676
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.2365 2.5016
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.051 1838.514159576
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1838.514386718
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -42.786 1838.519063833
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.533 global_y(m) 0.687
20.07.06 08:01:01: root: DEBUG  : heading(deg) 59.197
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.503 vectorDirection(deg) -21.8
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) 0.003 0.776
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) -0.003 0.413
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6297 0.1802
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.3227 2.6685
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.051 1838.581793662
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1838.58202272
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -43.823 1838.589068952
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.542 global_y(m) 0.702
20.07.06 08:01:01: root: DEBUG  : heading(deg) 56.275
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.5 vectorDirection(deg) -23.8
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) 0.001 0.777
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) -0.007 0.406
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6422 0.1841
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.5514 2.7379
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.052 1838.650816554
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1838.651072318
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -44.189 1838.658994913
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.552 global_y(m) 0.715
20.07.06 08:01:01: root: DEBUG  : heading(deg) 53.296
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.497 vectorDirection(deg) -25.7
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) -0.004 0.773
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) -0.008 0.398
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.069
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6755 0.1927
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.7626 2.785
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.018 -0.055 1838.719286174
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1838.719583183
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -45.044 1838.729167763
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.563 global_y(m) 0.73
20.07.06 08:01:01: root: DEBUG  : heading(deg) 50.144
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.494 vectorDirection(deg) -27.7
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.048
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) -0.008 0.765
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) -0.009 0.39
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6548 0.1919
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.6632 2.8325
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.053 1838.785917702
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1838.786691826
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -44.861 1838.788956913
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.574 global_y(m) 0.742
20.07.06 08:01:01: root: DEBUG  : heading(deg) 47.108
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.49 vectorDirection(deg) -29.7
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.056
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) -0.006 0.759
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) -0.01 0.38
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.65 0.1896
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.493 2.7695
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.052 1838.854258919
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1838.854480895
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -42.786 1838.859014859
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.586 global_y(m) 0.754
20.07.06 08:01:01: root: DEBUG  : heading(deg) 44.128
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.486 vectorDirection(deg) -31.6
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) -0.003 0.757
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) -0.009 0.371
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6228 0.1795
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.1857 2.6471
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.05 1838.922187222
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1838.922406824
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -43.579 1838.929229705
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.598 global_y(m) 0.765
20.07.06 08:01:01: root: DEBUG  : heading(deg) 41.264
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.482 vectorDirection(deg) -33.4
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) 0.004 0.761
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) -0.006 0.365
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6084 0.167
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.1373 2.5082
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.05 1838.989913465
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1838.990161479
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -43.579 1838.998885028
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.61 global_y(m) 0.776
20.07.06 08:01:01: root: DEBUG  : heading(deg) 38.399
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.477 vectorDirection(deg) -35.3
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) 0.005 0.765
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) -0.003 0.362
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6218 0.1645
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.1405 2.4183
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.052 1839.056925701
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1839.05718534
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -44.678 1839.068841361
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.623 global_y(m) 0.785
20.07.06 08:01:01: root: DEBUG  : heading(deg) 35.419
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.473 vectorDirection(deg) -37.1
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.046
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) 0.005 0.77
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) -0.002 0.36
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6084 0.1555
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.0252 2.3068
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.052 1839.124233406
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1839.124484128
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -45.105 1839.129307686
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.636 global_y(m) 0.794
20.07.06 08:01:01: root: DEBUG  : heading(deg) 32.44
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.468 vectorDirection(deg) -39.0
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) 0.007 0.776
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) 0.001 0.361
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6222 0.1467
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.1758 2.1632
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.054 1839.191914861
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1839.192309402
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -45.959 1839.198893475
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.65 global_y(m) 0.802
20.07.06 08:01:01: root: DEBUG  : heading(deg) 29.346
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.462 vectorDirection(deg) -40.8
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) 0.004 0.78
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) 0.004 0.364
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.613 0.1352
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.1724 2.0227
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.054 1839.259817584
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1839.260199501
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -49.194 1839.268935132
20.07.06 08:01:01: root: DEBUG  : global_x(m) 0.663 global_y(m) 0.809
20.07.06 08:01:01: root: DEBUG  : heading(deg) 26.252
20.07.06 08:01:01: root: DEBUG  : vectorLength(m) 0.457 vectorDirection(deg) -42.6
20.07.06 08:01:01: root: DEBUG  : CurveFlip -1
20.07.06 08:01:01: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:01:01: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:01: root: DEBUG  : EffortLeft(duty) 0.004 0.784
20.07.06 08:01:01: root: DEBUG  : EffortRight(duty) 0.006 0.371
20.07.06 08:01:01: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:01: root: DEBUG  : Wheel_Increments(rad) 0.6399 0.1248
20.07.06 08:01:01: root: DEBUG  : Wheel_Speeds(rad/s) 9.4313 1.8399
20.07.06 08:01:01: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.059 1839.326579598
20.07.06 08:01:01: root: DEBUG  : TimeStamp(s) 1839.326803949
20.07.06 08:01:01: root: DEBUG  : Gyro_raw(deg/s) -50.11 1839.329223685
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.678 global_y(m) 0.816
20.07.06 08:01:02: root: DEBUG  : heading(deg) 22.872
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.451 vectorDirection(deg) -44.5
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) -0.001 0.783
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) 0.01 0.381
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.647 0.1127
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.6232 1.6771
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.061 1839.393924842
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1839.394712797
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -52.673 1839.398930671
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.693 global_y(m) 0.822
20.07.06 08:01:02: root: DEBUG  : heading(deg) 19.377
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.445 vectorDirection(deg) -46.3
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.054
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) -0.005 0.778
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) 0.013 0.394
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6544 0.1068
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.5617 1.5605
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.062 1839.462248104
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1839.462470705
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -52.979 1839.46888838
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.708 global_y(m) 0.827
20.07.06 08:01:02: root: DEBUG  : heading(deg) 15.824
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.438 vectorDirection(deg) -48.2
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.052
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) -0.004 0.774
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) 0.016 0.41
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6285 0.1034
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.4321 1.5509
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.06 1839.530545369
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1839.530790676
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -52.307 1839.538857255
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.723 global_y(m) 0.83
20.07.06 08:01:02: root: DEBUG  : heading(deg) 12.387
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.431 vectorDirection(deg) -50.0
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) -0.001 0.772
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) 0.016 0.426
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6257 0.1135
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.1707 1.6638
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.058 1839.59799506
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1839.598366269
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -49.866 1839.609037315
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.737 global_y(m) 0.833
20.07.06 08:01:02: root: DEBUG  : heading(deg) 9.063
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.424 vectorDirection(deg) -51.7
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.047
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) 0.004 0.776
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) 0.014 0.439
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6316 0.1218
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.2903 1.7909
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.058 1839.665687474
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1839.665927031
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -48.462 1839.668798593
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.752 global_y(m) 0.835
20.07.06 08:01:02: root: DEBUG  : heading(deg) 5.74
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.417 vectorDirection(deg) -53.5
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) 0.002 0.778
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) 0.011 0.45
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6412 0.1327
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.3626 1.9375
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.058 1839.734136973
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1839.734416401
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -48.401 1839.739148052
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.768 global_y(m) 0.836
20.07.06 08:01:02: root: DEBUG  : heading(deg) 2.417
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.408 vectorDirection(deg) -55.4
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) 0.0 0.778
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) 0.008 0.458
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6358 0.1484
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.3266 2.177
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.056 1839.80192721
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1839.802152727
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -45.41 1839.809132008
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.784 global_y(m) 0.836
20.07.06 08:01:02: root: DEBUG  : heading(deg) -0.792
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.4 vectorDirection(deg) -57.3
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) 0.001 0.779
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) 0.003 0.462
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6308 0.1568
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.4341 2.3456
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.054 1839.869801771
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1839.870048577
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -45.41 1839.878858492
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.8 global_y(m) 0.836
20.07.06 08:01:02: root: DEBUG  : heading(deg) -3.885
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.391 vectorDirection(deg) -59.2
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) -0.001 0.777
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) -0.0 0.461
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6414 0.1733
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.4531 2.5547
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.053 1839.936626446
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1839.936873919
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -45.593 1839.938832539
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.817 global_y(m) 0.834
20.07.06 08:01:02: root: DEBUG  : heading(deg) -6.922
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.381 vectorDirection(deg) -61.3
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.056
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) -0.002 0.776
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) -0.004 0.457
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6573 0.1812
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.7486 2.6874
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.054 1840.003893324
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1840.004850761
20.07.06 08:01:02: root: DEBUG  : Gyro_raw(deg/s) -45.41 1840.009054053
20.07.06 08:01:02: root: DEBUG  : global_x(m) 0.834 global_y(m) 0.832
20.07.06 08:01:02: root: DEBUG  : heading(deg) -10.016
20.07.06 08:01:02: root: DEBUG  : vectorLength(m) 0.371 vectorDirection(deg) -63.4
20.07.06 08:01:02: root: DEBUG  : CurveFlip -1
20.07.06 08:01:02: root: DEBUG  : sleepTime(s) 0.054
20.07.06 08:01:02: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:02: root: DEBUG  : EffortLeft(duty) -0.008 0.768
20.07.06 08:01:02: root: DEBUG  : EffortRight(duty) -0.007 0.45
20.07.06 08:01:02: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:02: root: DEBUG  : Wheel_Increments(rad) 0.6742 0.1883
20.07.06 08:01:02: root: DEBUG  : Wheel_Speeds(rad/s) 9.8676 2.756
20.07.06 08:01:02: root: DEBUG  : Chassis_Increment(m,rad) 0.018 -0.055 1840.072404441
20.07.06 08:01:02: root: DEBUG  : TimeStamp(s) 1840.072664954
